Extension Number,Name,Publisher,Extension ID,Source Code,Downloads,ok,critical,high,medium,low,total vul,vulnerabilities
2862,Tailwind Colour Themes,Lucia Lovelace,305888a0-9ae2-4cd6-8971-1cc481242866,https://github.com/luciascarlet/tailwind-moon-vscode.git,18134,False,0,0,1,0,1,Prototype Pollution
2863,Octave Debug,Tianjiao Huang,2ebf73d6-6677-4333-8be3-2f07ee4594b9,https://github.com/gitletH/vscode-octave-debug.git,18133,True,0,0,0,0,0,
2864,Material Icons Library,Archety,f193b348-81d7-4b38-aab0-faef4a8fa3d1,https://github.com/Archety/material-icons.git,18121,False,0,0,2,0,2,Server-side Request Forgery (SSRF); Prototype Pollution
2865,Prettier - Code formatter (Rust),jinxdash,66fba3df-f12b-455c-bd26-f3f4cb2c7c49,https://github.com/jinxdash/prettier-plugin-rust.git,18111,True,0,0,0,0,0,
2866,Open iTerm2,mushan,027fdf55-575b-407a-ade6-f32a8923c23c,https://github.com/mushanshitiancai/vscode-open-iterm2.git,18073,True,0,0,0,0,0,
2867,vscode-pydata-viewer,Percy,bdf6999e-52fd-4b7a-8372-5a6bc8f04a6e,https://github.com/haochengxia/vscode-pydata-viewer.git,18060,True,0,0,0,0,0,
2868,extension-activator,Microsoft,3bd9f66b-5765-45c0-8c75-5254c45780c6,https://github.com/microsoft/vscode-extension-activator.git,18057,False,0,0,0,0,0,
2869,Kubernetes Context,Okteto,4e5aeb31-5b8a-454f-a73c-7f630647ba79,https://github.com/okteto/kubernetes-context.git,17984,False,0,3,10,0,13,Open Redirect; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Open Redirect; Prototype Pollution; Improper Verification of Cryptographic Signature; Improper Verification of Cryptographic Signature; Improper Verification of Cryptographic Signature; Prototype Pollution; Infinite loop; Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution
2870,GN Language Server,Microsoft,005de155-8a2a-4889-9f04-428a8cc97989,https://github.com/microsoft/gnls.git,17978,True,0,0,0,0,0,
2871,Protractor Test Runner,luciannaie,4f03cdb0-344c-4117-9ac5-20e21ae58a74,https://github.com/lnaie/vscode-protractor-test-runner.git,17953,True,0,0,0,0,0,
2872,Flutter Tools,Ricardo Emerson,94a8acdf-1a72-4ff7-82f7-47f5a0f9e4e8,https://github.com/ricardoemerson/create-flutter-widgets-and-classes.git,17951,False,0,0,0,0,0,
2873,Gruvbox Glass,Jack Paget,7aa55b96-b557-433a-89c8-7d98435e6990,https://github.com/Jack-LP/gruvbox-glass.git,17948,False,0,0,1,0,1,Prototype Pollution
2874,Symfony Theme,gerane,3a761d19-3178-41bb-b9d8-e5c617b8a75a,https://github.com/gerane/VSCodeThemes.git,17945,False,0,0,0,0,0,
2875,Qbox Code Snippets,ihyajb,7b4e3c8a-5234-40e3-af57-e4f0f41b7564,https://github.com/ihyajb/qbox-code-snippets.git,17923,True,0,0,0,0,0,
2876,Inno Setup,Chouzz,b1b9fd1c-6d14-4c01-ba8e-59731f16f065,https://github.com/chouzz/vscode-innosetup.git,17923,True,0,0,0,0,0,
2877,Swagger Snippets,Adithya Sreyaj,055eebbb-890b-4487-ad1f-5b193d3068e2,https://github.com/ajilo297/vscode-swagger-snippets.git,17923,True,0,0,0,0,0,
2878,Babel REPL,t-sauer,0b59d7e1-7eea-4819-b00f-dc1f358d96b8,https://github.com/t-sauer/vscode-babel-repl.git,17886,False,36,76,2,0,114,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; CRITICAL! Incomplete List of Disallowed Inputs; Prototype Pollution; Prototype Pollution
2879,IAR Build,IAR,c61a5903-a03a-4ff7-8fc2-752e0993e78a,https://github.com/IARSystems/iar-vsc-build.git,17873,False,0,3,0,0,3,Regular Expression Denial of Service (ReDoS); Denial of Service (DoS); Denial of Service (DoS)
2880,C# Toolbox of Productivity,Richard Zampieri,865bcc48-b3ec-4014-9c4f-05fa89891ee4,https://github.com/rsaz/csharp-snippet-productivity.git,17866,True,0,0,0,0,0,
2881,Fast Compare,David Kolář,6543a081-8a09-48a6-8a75-4165ec5a9ef4,https://github.com/davidKolar175/fast-compare.git,17844,True,0,0,0,0,0,
2882,VSCode TSV,chtenb,888900a0-3a6a-4edd-8aa7-c1d292c8b65a,https://github.com/Chiel92/vscode-tsv.git,17842,True,0,0,0,0,0,
2883,HLASM Language Support,Broadcom,e70b0680-f33c-41d6-b727-a651b7b0b3b1,https://github.com/eclipse-che4z/che-che4z-lsp-for-hlasm.git,17815,False,0,0,0,0,0,
2884,Kamekazi Dark,Ujjwal Barman,a98640cf-12de-451e-8809-1d98ab1900e7,https://github.com/ubarman262/kamekazi-black.git,17810,False,0,1,1,0,2,Regular Expression Denial of Service (ReDoS); Prototype Pollution
2885,Email Viewer,Tomas Hubelbauer,9e77a86d-f826-4dd8-9173-817bfb22f0f9,https://github.com/TomasHubelbauer/vscode-email-viewer.git,17809,False,0,2,1,0,3,Denial of Service (DoS); Command Injection; HTTP Header Injection
2886,Console Wrap PHP/JS/Python,Code-Elements,85245335-9921-421d-ac3f-9b309dd12d7b,https://github.com/Code-Elements/Console-Wrap-PHP-JS-Python.git,17806,True,0,0,0,0,0,
2887,Drawio Markdown,zhfjyq,f54a0621-8b2b-4cf0-b769-ff615e4b22cb,https://github.com/zhfjyq/vscode-plugin-drawio.git,17802,False,0,1,1,1,3,Command Injection; Prototype Pollution; Prototype Pollution
2888,Materia,Martin Thorsen,a45d65e7-7768-450e-a774-7b3b28271472,https://github.com/m-thorsen/vscode-materia.git,17776,True,0,0,0,0,0,
2889,Image Viewer,vscode-infra,dcceed4e-a8b9-48f2-8b81-115e487ade30,https://github.com/ZhangJian1713/vscode-image-viewer.git,17759,False,0,7,2,1,10,Regular Expression Denial of Service (ReDoS); Prototype Pollution; Prototype Pollution; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
2890,Git Config User Profiles,Utkarsh Shigihalli,1c8db58a-80d3-4823-8fe6-4f2da41f8c56,https://github.com/onlyutkarsh/git-config-user-profiles.git,17749,False,0,2,0,0,2,Remote Code Execution (RCE); Remote Code Execution (RCE)
2891,ionic1-snippets,justinjames,33a52820-2872-49db-9f46-1202fde4ee0f,https://github.com/digitaldrummerj/vscode-ionic1-snippets.git,17739,True,0,0,0,0,0,
2892,hlint,Sebastian Wiesner,ef67f8d0-81c2-405e-85bd-ac484658948f,https://github.com/lunaryorn/vscode-hlint.git,17732,True,0,0,0,0,0,
2893,Properties To Yaml,tanaka-x,f2af9363-2548-4c84-b4b5-e155786fb491,https://github.com/tanaka-x/prop2yaml.git,17728,True,0,0,0,0,0,
2894,Jenkins Status,Alessandro Fragnani,b5358333-f5a4-4ebb-93a3-46e0d4cb2ea1,https://github.com/alefragnani/vscode-jenkins-status.git,17700,False,0,0,2,0,2,Server-side Request Forgery (SSRF); Prototype Pollution
2895,HTML5 Template Snippet,Marechal Dev,7ef822ab-9d7c-4235-8cb7-5773f7f3751c,https://github.com/marechal-dev/html5-template-snippet.git,17699,True,0,0,0,0,0,
2896,Luau,UnderMyWheel,0c40c515-c71a-4981-9c04-c8748e430a14,https://github.com/UnderMyWheel/vscode-luau.git,17681,True,0,0,0,0,0,
2897,EditorConfig VS Code Snippet,Zahir Gudiño,dc16888f-8660-4ff4-bdfb-b259d8c3e8a5,https://github.com/conwaystore/editorconfig-vscode-snippet.git,17657,True,0,0,0,0,0,
2898,vscode-openai,Andrew Butson,c115bf36-652f-4653-84db-68d3faa2294e,https://github.com/arbs-io/vscode-openai.git,17654,True,0,0,0,0,0,
2899,.ENV Switcher,EcksDy,cd8b6fbc-6fa9-4153-86b8-60b2387bbcce,https://github.com/EcksDy/vscode-env-switcher.git,17641,True,0,0,0,0,0,
2900,CPP Contest Quick Start,Adyel,73ba682c-4430-4be4-837a-7ca48c138d4c,https://github.com/Adyel/Cpp-Contest-QStart.git,17640,True,0,0,0,0,0,
2901,Laravel Goto Lang,ctf0,f4266d05-06e4-423a-b08a-b10e1b21ff21,https://github.com/ctf0/laravel-goto-lang.git,17638,True,0,0,0,0,0,
2902,Alex's Anime Theme,Alex Shen VSCode,7919fe2c-c8ee-475a-94d3-5227734304a4,https://github.com/ao-shen/VSCodeTheme.git,17637,True,0,0,0,0,0,
2903,Binary File Viewer,maziac,71498a83-780a-40ff-9c08-64a9be5fa9eb,https://github.com/maziac/binary-file-viewer.git,17629,True,0,0,0,0,0,
2904,Smart CSS Autocomplete,Artem Shibakov,116224e0-c915-4307-b163-08119db0c0ec,https://github.com/Saionaro/smart-css-autocomplete.git,17608,True,0,0,0,0,0,
2905,PHPStan,swordev,1cc012ae-ccaa-4ae6-8223-f80a4f0e62d6,https://github.com/swordev/phpstan-vscode.git,17586,True,0,0,0,0,0,
2906,Logstash Editor,fbaligand,6b8848a6-2ccb-4877-bc92-ed86e37d5f56,https://github.com/fbaligand/vscode-logstash-editor.git,17571,True,0,0,0,0,0,
2907,JavaScript Snippets,Evolvereix,75303984-91bc-4c6c-8273-08e72814d5e9,https://github.com/evolvereix/vscode-javascript-snippets.git,17551,True,0,0,0,0,0,
2908,LaTeX Snippets,sabertazimi,7ddddb8f-1ec1-4d98-861f-ac0e2add27a7,https://github.com/sabertazimi/LaTeX-snippets.git,17532,True,0,0,0,0,0,
2909,Open in GitHub Desktop,wraith13,a62f4e4b-3a2b-4621-941b-602a5e701d74,https://github.com/wraith13/open-in-github-desktop-vscode.git,17530,True,0,0,0,0,0,
2910,join-lines,wmaurer,0c2f7bfc-650b-4b67-8844-d699dd6e44f6,https://github.com/wmaurer/vscode-join-lines.git,17524,True,0,0,0,0,0,
2911,Tcl,bkromhout,ea96e3bd-92d3-43ee-994a-6411f925649c,https://github.com/bkromhout/vscode-tcl.git,17521,True,0,0,0,0,0,
2912,File Properties Viewer,brunnerh,dab318de-d4e8-4fa4-827d-4e813e04dd93,https://github.com/brunnerh/file-properties-viewer.git,17518,False,0,0,1,0,1,Prototype Pollution
2913,SSH Tooling,Christof Marti,e755a38c-3c32-4143-9913-3ad99c19208a,https://github.com/chrmarti/vscode-ssh.git,17482,True,0,0,0,0,0,
2914,Groovy-Guru,DontShaveTheYak,aeb70159-bac7-4304-bcd5-2475f4067f3f,https://github.com/DontShaveTheYak/groovy-guru.git,17472,True,0,0,0,0,0,
2915,Translation,liwenkun,d7141826-1d76-4a44-b4d9-e840519e6942,https://github.com/Lwenkun/Translation.git,17470,False,0,1,0,0,1,Prototype Pollution
2916,CursorCode(Cursor for VSCode),Meteor,9dae57c6-2285-450e-9370-c0b800f50dd2,https://github.com/Meteo-Pig/CursorCode.git,17457,True,0,0,0,0,0,
2917,Terminal Zoom,trybick,2c869846-9d82-4324-b982-b7bdd5993ec3,https://github.com/trybick/vscode-terminal-zoom.git,17452,True,0,0,0,0,0,
2918,Rust Grammar,miqh,3a92c94c-332a-4841-98a1-6b04653b81de,https://github.com/miqid/vscode-language-rust.git,17435,True,0,0,0,0,0,
2919,Test Explorer Status Bar,Connor Shea,4bbfd0d5-c934-445f-ab56-1b2167378db2,https://github.com/connorshea/vscode-test-explorer-status-bar.git,17433,True,0,0,0,0,0,
2920,LitElement and Polymer v2/v3 Snippets,Justin Ribeiro,a0bbc777-7390-4711-87ea-2a6c945bd35f,https://github.com/justinribeiro/vscode-polymer2-snippets.git,17422,True,0,0,0,0,0,
2921,Monokai Mega,jaszhix,43ffe7fc-b06d-40bf-ba88-ad0902b6b477,https://github.com/jaszhix/monokaimega-vscode-theme.git,17419,True,0,0,0,0,0,
2922,Dark Material Dracula,caumeira,f9e2eed1-8c92-401d-ab52-e79eeb49c212,https://github.com/caumeira/dark-material-dracula.git,17417,True,0,0,0,0,0,
2923,Flutter ORM M8 Generator,Mircea-Tiberiu MATEI,091f6e8d-636a-45cd-951c-d8dbc30ae31f,https://github.com/matei-tm/vscode-f-orm-m8.git,17417,True,0,0,0,0,0,
2924,PAWN Language for Visual Studio Code,Qoo,b04f719f-5d6c-4fd2-b8c7-6d6788323e6e,https://github.com/zndn1997/vscode-pawn.git,17398,True,0,0,0,0,0,
2925,Citation Picker for Zotero,mblode,6a20265e-b6b1-4f36-ab5b-edfdd44be535,https://github.com/mblode/vscode-zotero.git,17389,False,0,0,3,0,3,Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution
2926,topper,Sidharth Mishra,eb80867d-e914-4751-b260-c4fb8bf55745,https://github.com/sidmishraw/topper.git,17383,True,0,0,0,0,0,
2927,TexLab,Eric Förster,a56bd446-3a54-4cd9-a83a-b386751d915c,https://github.com/latex-lsp/texlab-vscode.git,17383,True,0,0,0,0,0,
2928,Papyrus,Joel Day,2c3c0556-27bb-46d9-9698-451cdd7a427a,https://github.com/joelday/papyrus-lang.git,17377,False,0,0,0,0,0,
2929,PostgreSQL Language Server,Unique Vision,e0720136-41d0-4e0f-90c4-f3b9b06f546d,https://github.com/UniqueVision/plpgsql-lsp.git,17363,True,0,0,0,0,0,
2930,Arkademy - Odoo Technical Training,Arkademy,062abd12-5102-4580-8a1f-cb4f7d746a60,https://github.com/ejabu/arkademy-vsce.git,17338,False,0,0,0,0,0,
2931,Excel Theme,Bisneto Inc.,41d6581f-486b-4357-aa69-efb1f50de22b,https://github.com/hbisneto/excel-theme.git,17320,True,0,0,0,0,0,
2932,Copy With Line Numbers,yassh,67b29b7d-1f3a-49c1-8d3d-157f5fa7d117,https://github.com/yassh/vscode-copy-with-line-numbers.git,17309,True,0,0,0,0,0,
2933,React Jest Snippets,Jalal Maqdisi,0651c571-eb76-44ed-8d63-f5df99fb2a2a,https://github.com/jali/react-jest-vscode-snippets.git,17241,True,0,0,0,0,0,
2934,Symfony Console,Simon Appelt,a1decb6f-b1df-4994-9ad2-d7acfbdc828b,https://github.com/github:derappelt/vscode-symfony-console.git,17236,True,0,0,0,0,0,
2935,SQL Formatter Mod,nmrmsys,81fcfd91-cead-42ff-8278-bbbf322ad59f,https://github.com/nmrmsys/vscode-sql-formatter-mod.git,17235,True,0,0,0,0,0,
2936,BDD - Feature-Editor,iteratec,05afd1cb-52ca-4d7a-a7c6-28a54ec9cc07,https://github.com/iteratec/bdd-power-tools.git,17230,True,0,0,0,0,0,
2937,Mosmmy Icons,Moser Jose,44e5bbfa-8f50-4035-a974-dfc1e3d7dd21,https://github.com/moser-jose/mosmmy-icons-vscode.git,17215,True,0,0,0,0,0,
2938,Pine Script,JeylaniB,51ebf24b-c536-4268-b7b4-900505bdae3a,https://github.com/jeyllani/pinescript.git,17213,True,0,0,0,0,0,
2939,Azure Devops Codespaces Authentication,MS Codespaces Tools,6afa0980-3435-4c84-bf0c-b77500ea4e16,https://github.com/microsoft/ado-codespaces-auth.git,17200,True,0,0,0,0,0,
2940,Edi X12 Support,Mark Lopez,5eaeea1a-3491-4a10-b7a7-5b969410cc21,https://github.com/Silvenga/vscode-edi-x12-support.git,17194,True,0,0,0,0,0,
2941,Cortex-Debug: Device Support Pack - STM32F4,marus25,80f13dd7-e790-4c1b-a0b4-ca10e4232bf0,https://github.com/Marus/cortex-debug-db-stm32f4.git,17184,True,0,0,0,0,0,
2942,Structurizr,ciarant,d644139f-4ac4-4560-ae0b-e1fb8eeda38d,https://github.com/ciarant/vscode-structurizr.git,17180,True,0,0,0,0,0,
2943,Pitch Black,Hosein Khansari,581de611-559b-42cf-9312-5035aac0a016,https://github.com/hkh12/code-pitch-black.git,17178,True,0,0,0,0,0,
2944,42-norminette,DalexHD,8bef525c-74be-4070-9eb1-b3544e382123,https://github.com/dalexhd/42-norminette.git,17177,True,0,0,0,0,0,
2945,CodeSandbox Black,Siddharth Kshetrapal,20da9d05-386a-44f7-b741-26ea2137e71c,https://github.com/siddharthkp/codesandbox-black-vscode-theme.git,17146,True,0,0,0,0,0,
2946,Open .lnk shortcuts,EnkelDigital,574fe58d-7aa0-422c-b06e-5e5064a96ff6,https://github.com/Enkel-Digital/open-lnk.git,17118,True,0,0,0,0,0,
2947,JSDoc Generator,Crystal Spider,54c1b542-c59b-4691-8fa4-f964ed1b3268,https://github.com/Nyphet/jsdoc-generator.git,17089,True,0,0,0,0,0,
2948,Cron Tasks,zokugun,b7bbbbd5-7a39-4312-87aa-ef6a41de67fb,https://github.com/zokugun/vscode-cron.git,17084,True,0,0,0,0,0,
2949,@signageos/vscode-sops,signageOS.io,e75c51f4-b445-4764-bfd9-110f0ae4dec9,https://github.com/signageos/vscode-sops.git,17076,True,0,0,0,0,0,
2950,ROOT File Viewer,Alberto Pérez de Rada Fiol,2eda1474-e46b-4b66-ae3a-1c491faa0b86,https://github.com/albertopdrf/root-file-viewer.git,17055,True,0,0,0,0,0,
2951,Terminal Color and Style Highlighting for the Editor,Tobias Faller,3d78e57b-0969-499e-834d-6a50be40146b,https://github.com/TobiasFaller/vscode-vt100-syntax-highlight.git,17014,True,0,0,0,0,0,
2952,sas,Venkata Paruchuri,d62a5323-3823-4dd2-a888-c93df930f0ba,https://github.com/pvparuchuri/vscode-sas.git,16999,True,0,0,0,0,0,
2953,sf-symbols,Jed Fox,f0706d04-e936-44b0-a5bb-4d048e924e7c,https://github.com/j-f1/sf-symbols-vscode.git,16966,True,0,0,0,0,0,
2954,VSCode Archive,YuTengjing,29dad39d-46c6-45af-870f-7c9da1a1aace,https://github.com/tjx666/vscode-archive.git,16963,True,0,0,0,0,0,
2955,100 Days of Code,Software,c59e0be1-db65-4723-8c8e-5d96ebdbc3e3,https://github.com/swdotcom/swdc-vscode-100-days-of-code.git,16949,True,0,0,0,0,0,
2956,AMOLED Black Theme,Erfan khadivar,f964570d-2257-4c06-8ad4-09ad793db016,https://github.com/rendinjast/amoled-black.git,16944,True,0,0,0,0,0,
2957,vscode extension for ECharts,susiwen8,91b60817-041f-4225-9cb6-36d75c7955ac,https://github.com/susiwen8/echarts-vscode-extension.git,16928,True,0,0,0,0,0,
2958,Dark One,dev1ce,09fba5e5-55b7-4e7d-a4b2-4409cb80a9ae,https://github.com/Accel-Byte/Dark-One.git,16919,True,0,0,0,0,0,
2959,AdonisJs 4.1 Snippets,EmadFanaian,02be316b-a5ec-44c5-a251-9d3e0ad567f7,https://github.com/EmadFani/adonisjs-vscode-snippet.git,16910,True,0,0,0,0,0,
2960,Arkham Theme,lucasmsa,40b93ecf-d4a4-4469-a6d0-7f55109e78bf,https://github.com/lucasmsa/arkham-theme.git,16897,True,0,0,0,0,0,
2961,thinkphp6 snippets,hbh112233abc,a15c965e-3d02-4b92-9217-d0e43c3a1d51,https://github.com/hbh112233abc/vscode-tp6-snippets.git,16894,True,0,0,0,0,0,
2962,Material ui Snippets,Arunagiri,898104fb-2ff8-46e2-ab95-98dc04b3b298,https://github.com/tmarun/vscode-material-ui-snippets.git,16890,True,0,0,0,0,0,
2963,vsc-webshark,Matthias Behr,9863e05d-65dd-483e-bc90-162fcf7c87f8,https://github.com/mbehr1/vsc-webshark.git,16835,True,0,0,0,0,0,
2964,Croatian - Code Spell Checker,Street Side Software,63732cd8-91ca-46bc-b610-3216709b9cb2,https://github.com/streetsidesoftware/vscode-cspell-dict-extensions.git,16835,True,0,0,0,0,0,
2965,Karma,Sreetam Das,a2e94548-7628-420e-a41d-dcb0e699b89b,https://github.com/sreetamdas/karma.git,16830,True,0,0,0,0,0,
2966,Overtype,DrMerfy,3d5fa5aa-e054-4534-a329-c1cb086b4909,https://github.com/DrMerfy/vscode-overtype.git,16807,False,0,0,1,0,1,Prototype Pollution
2967,Solidity Metrics,tintinweb,6e7dca99-5c28-44f3-8274-ecf4c0745ead,https://github.com/ConsenSys/vscode-solidity-metrics.git,16798,True,0,0,0,0,0,
2968,AirOps,AirOps,cf5d310c-a644-472c-8384-c8d0476952f0,https://github.com/airops/vscode-extension.git,16795,False,0,0,0,0,0,
2969,Ace Palenight,Aleksandar Stojanoski,a0750f24-e269-4de4-b5c3-753e48312bd2,https://github.com/acestojanoski/ace-palenight.git,16792,True,0,0,0,0,0,
2970,Hyper Dracula,Hilal Habashi,2d159786-831f-49e9-b367-f5ff654d9c4b,https://github.com/hilalh/hyper-dracula-vscode-theme.git,16779,True,0,0,0,0,0,
2971,Virtual Document Spy,GrapeCity,f7aa9315-7004-4d34-8295-40d98f4a77b7,https://github.com/jjuback/gc-virtualdocumentspy.git,16751,True,0,0,0,0,0,
2972,Harbour and xHarbour,Antonino Perricone,6a0711fd-cd9e-4b3a-9c74-706aefacb0e4,https://github.com/APerricone/harbourCodeExtension.git,16749,False,0,0,0,0,0,
2973,change-case,Water Zheng,8d5687fe-08f5-4a8e-917a-23aef71db6b3,https://github.com/zhengxiaoyao0716/vscode-intelligence-change-case.git,16744,True,0,0,0,0,0,
2974,HexInspector,Mateusz Chudyk,4f293f0a-22ab-4296-8a43-67efa108c4e1,https://github.com/mateuszchudyk/vscode-hexinspector.git,16734,True,0,0,0,0,0,
2975,Open in browser,axetroy,e9b1b85a-6a71-4b7e-9d52-79d1e79e065c,git+https://github.com/axetroy/vscode-open-in-browser.git,16710,False,0,1,1,1,3,Prototype Pollution; Prototype Pollution; Prototype Pollution
2976,Dark+ Mono,cmckni3,bebd9637-6612-44e8-bf9e-2b89648c0d80,https://github.com/cmckni3/dark-plus-mono.git,16679,True,0,0,0,0,0,
2977,Giflens,giflens,4752fac6-2258-4430-8c2e-48f8c8cbfed1,https://github.com/giflens/GifLens.git,16676,True,0,0,0,0,0,
2978,DEV Community,Sneezry,ac12d4e9-4ba4-4ce7-8c87-f8eeecf76cc9,https://github.com/Sneezry/vscode-devto.git,16663,False,0,0,3,0,3,Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution
2979,Nicer High Contrast,Rafael Sousa,bf4a3b44-be45-48fe-bfaf-715af314bf19,https://github.com/rafmsou/nicer-high-contrast.git,16661,False,0,0,1,0,1,Prototype Pollution
2980,Ligatures Limited,Kerry Shetline,feee57a7-7139-402f-be97-5865f1a94cb7,https://github.com/kshetline/ligatures-limited.git,16660,True,0,0,0,0,0,
2981,Arm CMSIS csolution,Arm,bf6a95ff-32d4-4a69-89aa-f33a0d098b0d,https://github.com/ARM-software/vscode-cmsis-csolution.git,16656,False,0,0,0,0,0,
